Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,emp no,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-1316,1789,Male,Research Director,Divorced,Yes,Y,3,46,1,734,2,Master's Degree,1,3,46,3,5,4,19328,14218,7,17,3,3,80,1,24,3,2,1,2,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-1734,2142,Male,Research Director,Married,Yes,Y,5,53,1,1070,3,Master's Degree,1,3,45,3,4,3,17584,21016,3,16,3,4,80,3,21,2,5,3,1,3
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-2220,2628,Male,Research Director,Married,Yes,Y,2,50,1,1464,2,Master's Degree,1,2,62,3,5,3,19237,12853,2,11,3,4,80,1,29,2,8,1,7,7
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-2224,2632,Male,Research Director,Divorced,No,Y,0,46,1,430,1,Master's Degree,1,4,40,3,5,4,19627,21445,9,17,3,4,80,2,23,3,2,2,2,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-2505,2913,Female,Research Director,Married,No,Y,2,47,1,359,2,Master's Degree,1,1,82,3,4,3,17169,26703,3,19,3,2,80,2,26,4,20,17,5,6
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-2769,3177,Male,Research Director,Divorced,Yes,Y,3,46,1,734,2,Master's Degree,1,3,46,3,5,4,19328,14218,7,17,3,3,80,1,24,3,2,1,2,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-679,945,Male,Research Scientist,Married,No,Y,2,48,1,1469,20,Master's Degree,1,4,51,3,1,3,2259,5543,4,17,3,1,80,2,13,2,0,0,0,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-1048,1830,Female,Research Scientist,Married,No,Y,2,54,1,431,7,Master's Degree,1,4,68,3,2,4,6854,15696,4,15,3,2,80,1,14,2,7,1,1,7
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-2132,2540,Male,Research Scientist,Married,No,Y,2,48,1,1469,20,Master's Degree,1,4,51,3,1,3,2259,5543,4,17,3,1,80,2,13,2,0,0,0,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-2501,2909,Female,Research Scientist,Married,No,Y,2,54,1,431,7,Master's Degree,1,4,68,3,2,4,6854,15696,4,15,3,2,80,1,14,2,7,1,1,7
Yes,Travel_Rarely,45 - 54,Ex-Employees,R&D,Medical,STAFF-1460,1821,Female,Healthcare Representative,Married,No,Y,2,46,0,261,21,Associates Degree,1,4,66,3,2,2,8926,10842,4,22,4,4,80,1,13,4,9,7,3,7
Yes,Travel_Rarely,45 - 54,Ex-Employees,R&D,Medical,STAFF-2913,3321,Female,Healthcare Representative,Married,No,Y,2,46,0,261,21,Associates Degree,1,4,66,3,2,2,8926,10842,4,22,4,4,80,1,13,4,9,7,3,7
Yes,Travel_Rarely,45 - 54,Ex-Employees,R&D,Medical,STAFF-318,433,Male,Research Scientist,Married,No,Y,3,52,0,723,8,Master's Degree,1,3,85,2,2,2,4941,17747,2,15,3,1,80,0,11,2,8,2,7,7
Yes,Travel_Rarely,45 - 54,Ex-Employees,R&D,Medical,STAFF-1771,2179,Male,Research Scientist,Married,No,Y,3,52,0,723,8,Master's Degree,1,3,85,2,2,2,4941,17747,2,15,3,1,80,0,11,2,8,2,7,7
No,Non-Travel,Over 55,Current Employees,R&D,Medical,STAFF-915,1278,Male,Healthcare Representative,Divorced,Yes,Y,3,55,1,177,8,High School,1,4,37,2,4,2,13577,25592,1,15,3,4,80,1,34,3,33,9,15,0
No,Non-Travel,Over 55,Current Employees,R&D,Medical,STAFF-2368,2776,Male,Healthcare Representative,Divorced,Yes,Y,3,55,1,177,8,High School,1,4,37,2,4,2,13577,25592,1,15,3,4,80,1,34,3,33,9,15,0
No,Non-Travel,Over 55,Current Employees,R&D,Medical,STAFF-775,1074,Male,Manager,Single,No,Y,3,55,1,444,2,High School,1,3,40,2,4,1,16756,17323,7,15,3,2,80,0,31,4,9,7,6,2
No,Non-Travel,Over 55,Current Employees,R&D,Medical,STAFF-2228,2636,Male,Manager,Single,No,Y,3,55,1,444,2,High School,1,3,40,2,4,1,16756,17323,7,15,3,2,80,0,31,4,9,7,6,2
No,Travel_Frequently,Over 55,Current Employees,R&D,Medical,STAFF-773,1071,Female,Research Scientist,Married,No,Y,4,56,1,1240,9,Bachelor's Degree,1,1,63,3,1,3,2942,12154,2,19,3,2,80,1,18,3,5,4,0,3
No,Travel_Frequently,Over 55,Current Employees,R&D,Medical,STAFF-2226,2634,Female,Research Scientist,Married,No,Y,4,56,1,1240,9,Bachelor's Degree,1,1,63,3,1,3,2942,12154,2,19,3,2,80,1,18,3,5,4,0,3
No,Travel_Frequently,Over 55,Current Employees,R&D,Medical,STAFF-746,1034,Male,Healthcare Representative,Married,Yes,Y,3,55,1,135,18,Master's Degree,1,3,62,3,2,2,6385,12992,3,14,3,4,80,2,17,3,8,7,6,7
No,Travel_Frequently,Over 55,Current Employees,R&D,Medical,STAFF-2199,2607,Male,Healthcare Representative,Married,Yes,Y,3,55,1,135,18,Master's Degree,1,3,62,3,2,2,6385,12992,3,14,3,4,80,2,17,3,8,7,6,7
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-956,1336,Female,Manager,Married,No,Y,5,55,1,282,2,Associates Degree,1,4,58,1,5,3,19187,6992,4,14,3,4,80,1,23,3,19,9,9,11
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-2409,2817,Female,Manager,Married,No,Y,5,55,1,282,2,Associates Degree,1,4,58,1,5,3,19187,6992,4,14,3,4,80,1,23,3,19,9,9,11
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-553,762,Male,Healthcare Representative,Married,No,Y,1,56,1,832,9,Bachelor's Degree,1,3,81,3,4,4,11103,20420,7,11,3,3,80,0,30,2,10,7,1,1
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-2006,2414,Male,Healthcare Representative,Married,No,Y,1,56,1,832,9,Bachelor's Degree,1,3,81,3,4,4,11103,20420,7,11,3,3,80,0,30,2,10,7,1,1
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-66,84,Female,Manager,Divorced,Yes,Y,2,55,1,836,8,Bachelor's Degree,1,4,33,3,4,3,14756,19730,2,14,3,3,80,3,21,3,5,0,0,2
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-271,374,Male,Manager,Single,Yes,Y,2,55,1,452,1,Bachelor's Degree,1,4,81,3,5,1,19045,18938,0,14,3,3,80,0,37,3,36,10,4,13
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-1519,1927,Female,Manager,Divorced,Yes,Y,2,55,1,836,8,Bachelor's Degree,1,4,33,3,4,3,14756,19730,2,14,3,3,80,3,21,3,5,0,0,2
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-1724,2132,Male,Manager,Single,Yes,Y,2,55,1,452,1,Bachelor's Degree,1,4,81,3,5,1,19045,18938,0,14,3,3,80,0,37,3,36,10,4,13
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-1205,1770,Male,Research Director,Married,No,Y,2,55,1,478,2,Bachelor's Degree,1,3,60,2,5,1,19038,19805,8,12,3,2,80,3,34,3,1,0,0,0
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-1392,1423,Female,Research Director,Married,Yes,Y,3,58,1,1055,1,Bachelor's Degree,1,4,76,3,5,1,19701,22456,3,21,4,3,80,1,32,3,9,8,1,5
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-2658,3066,Male,Research Director,Married,No,Y,2,55,1,478,2,Bachelor's Degree,1,3,60,2,5,1,19038,19805,8,12,3,2,80,3,34,3,1,0,0,0
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-2845,3253,Female,Research Director,Married,Yes,Y,3,58,1,1055,1,Bachelor's Degree,1,4,76,3,5,1,19701,22456,3,21,4,3,80,1,32,3,9,8,1,5
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-158,214,Female,Research Scientist,Married,Yes,Y,3,58,1,1145,9,Bachelor's Degree,1,2,75,2,1,2,3346,11873,4,20,4,2,80,1,9,2,1,0,0,0
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-1611,2019,Female,Research Scientist,Married,Yes,Y,3,58,1,1145,9,Bachelor's Degree,1,2,75,2,1,2,3346,11873,4,20,4,2,80,1,9,2,1,0,0,0
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-361,482,Male,Healthcare Representative,Married,No,Y,2,57,1,593,1,Master's Degree,1,4,88,3,2,3,6755,2967,2,11,3,3,80,0,15,3,3,2,1,2
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-1370,1697,Male,Healthcare Representative,Divorced,No,Y,2,60,1,370,1,Master's Degree,1,3,92,1,3,4,10883,20467,3,20,4,3,80,1,19,4,1,0,0,0
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-1814,2222,Male,Healthcare Representative,Married,No,Y,2,57,1,593,1,Master's Degree,1,4,88,3,2,3,6755,2967,2,11,3,3,80,0,15,3,3,2,1,2
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-2823,3231,Male,Healthcare Representative,Divorced,No,Y,2,60,1,370,1,Master's Degree,1,3,92,1,3,4,10883,20467,3,20,4,3,80,1,19,4,1,0,0,0
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-920,1283,Male,Manufacturing Director,Single,No,Y,6,59,1,1429,18,Master's Degree,1,4,67,3,3,4,10512,20002,6,12,3,4,80,0,25,2,9,7,5,4
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-2373,2781,Male,Manufacturing Director,Single,No,Y,6,59,1,1429,18,Master's Degree,1,4,67,3,3,4,10512,20002,6,12,3,4,80,0,25,2,9,7,5,4
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-188,254,Male,Research Director,Single,No,Y,3,55,1,692,14,Master's Degree,1,3,61,4,5,2,18722,13339,8,11,3,4,80,0,36,3,24,15,2,15
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-1156,1424,Male,Research Director,Divorced,No,Y,4,55,1,1136,1,Master's Degree,1,2,81,4,4,4,14732,12414,2,13,3,4,80,2,31,4,7,7,0,0
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-1641,2049,Male,Research Director,Single,No,Y,3,55,1,692,14,Master's Degree,1,3,61,4,5,2,18722,13339,8,11,3,4,80,0,36,3,24,15,2,15
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-2609,3017,Male,Research Director,Divorced,No,Y,4,55,1,1136,1,Master's Degree,1,2,81,4,4,4,14732,12414,2,13,3,4,80,2,31,4,7,7,0,0
Yes,Travel_Rarely,Over 55,Current Employees,R&D,Medical,STAFF-7,10,Female,Laboratory Technician,Married,Yes,Y,3,59,1,1324,3,Bachelor's Degree,1,3,81,4,1,1,2670,9964,4,20,4,1,80,3,12,2,1,0,0,0
Yes,Travel_Rarely,Over 55,Ex-Employees,R&D,Medical,STAFF-569,787,Male,Manager,Married,Yes,Y,2,55,0,725,2,Bachelor's Degree,1,4,78,3,5,1,19859,21199,5,13,3,4,80,1,24,3,5,2,1,4
Yes,Travel_Rarely,Over 55,Ex-Employees,R&D,Medical,STAFF-2022,2430,Male,Manager,Married,Yes,Y,2,55,0,725,2,Bachelor's Degree,1,4,78,3,5,1,19859,21199,5,13,3,4,80,1,24,3,5,2,1,4
Yes,Travel_Rarely,Over 55,Ex-Employees,R&D,Medical,STAFF-127,165,Female,Healthcare Representative,Married,No,Y,3,58,0,147,23,Master's Degree,1,4,94,3,3,4,10312,3465,1,12,3,4,80,1,40,2,40,10,15,6
Yes,Travel_Rarely,Over 55,Ex-Employees,R&D,Medical,STAFF-1580,1988,Female,Healthcare Representative,Married,No,Y,3,58,0,147,23,Master's Degree,1,4,94,3,3,4,10312,3465,1,12,3,4,80,1,40,2,40,10,15,6
Yes,Travel_Rarely,Over 55,Ex-Employees,R&D,Medical,STAFF-967,1360,Female,Manufacturing Director,Married,Yes,Y,0,58,0,601,7,Master's Degree,1,3,53,2,3,1,10008,12023,7,14,3,4,80,0,31,2,10,9,5,9
Yes,Travel_Rarely,Over 55,Ex-Employees,R&D,Medical,STAFF-2420,2828,Female,Manufacturing Director,Married,Yes,Y,0,58,0,601,7,Master's Degree,1,3,53,2,3,1,10008,12023,7,14,3,4,80,0,31,2,10,9,5,9
No,Non-Travel,Under 25,Current Employees,R&D,Medical,STAFF-1471,1879,Male,Laboratory Technician,Divorced,Yes,Y,2,22,1,1123,16,Associates Degree,1,4,96,4,1,4,2935,7324,1,13,3,2,80,2,1,2,1,0,0,0
No,Non-Travel,Under 25,Current Employees,R&D,Medical,STAFF-1005,1839,Female,Research Scientist,Single,No,Y,4,18,1,1431,14,Bachelor's Degree,1,2,33,3,1,3,1514,8018,1,16,3,3,80,0,0,1,0,0,0,0
No,Non-Travel,Under 25,Current Employees,R&D,Medical,STAFF-2458,2866,Female,Research Scientist,Single,No,Y,4,18,1,1431,14,Bachelor's Degree,1,2,33,3,1,3,1514,8018,1,16,3,3,80,0,0,1,0,0,0,0
Yes,Non-Travel,Under 25,Current Employees,R&D,Medical,STAFF-18,22,Male,Laboratory Technician,Divorced,Yes,Y,2,22,1,1123,16,Associates Degree,1,4,96,4,1,4,2935,7324,1,13,3,2,80,2,1,2,1,0,0,0
Yes,Non-Travel,Under 25,Ex-Employees,R&D,Medical,STAFF-893,1248,Female,Research Scientist,Single,Yes,Y,2,19,0,504,10,Bachelor's Degree,1,1,96,2,1,2,1859,6148,1,25,4,2,80,0,1,4,1,1,0,0
Yes,Non-Travel,Under 25,Ex-Employees,R&D,Medical,STAFF-2346,2754,Female,Research Scientist,Single,Yes,Y,2,19,0,504,10,Bachelor's Degree,1,1,96,2,1,2,1859,6148,1,25,4,2,80,0,1,4,1,1,0,0
Yes,Non-Travel,Under 25,Ex-Employees,R&D,Medical,STAFF-829,1156,Male,Laboratory Technician,Single,No,Y,0,18,0,247,8,High School,1,3,80,3,1,3,1904,13556,1,12,3,4,80,0,0,3,0,0,0,0
Yes,Non-Travel,Under 25,Ex-Employees,R&D,Medical,STAFF-2282,2690,Male,Laboratory Technician,Single,No,Y,0,18,0,247,8,High School,1,3,80,3,1,3,1904,13556,1,12,3,4,80,0,0,3,0,0,0,0
Yes,Travel_Frequently,Under 25,Ex-Employees,R&D,Medical,STAFF-1447,1494,Male,Laboratory Technician,Single,Yes,Y,2,24,0,381,9,Bachelor's Degree,1,2,89,3,1,1,3172,16998,2,11,3,3,80,0,4,2,0,0,0,0
Yes,Travel_Frequently,Under 25,Ex-Employees,R&D,Medical,STAFF-2900,3308,Male,Laboratory Technician,Single,Yes,Y,2,24,0,381,9,Bachelor's Degree,1,2,89,3,1,1,3172,16998,2,11,3,3,80,0,4,2,0,0,0,0
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-275,379,Male,Research Scientist,Single,No,Y,4,21,1,996,3,Associates Degree,1,4,100,2,1,3,3230,10531,1,17,3,1,80,0,3,4,3,2,1,0
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-1728,2136,Male,Research Scientist,Single,No,Y,4,21,1,996,3,Associates Degree,1,4,100,2,1,3,3230,10531,1,17,3,1,80,0,3,4,3,2,1,0
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-110,144,Female,Laboratory Technician,Single,No,Y,5,22,1,534,15,Bachelor's Degree,1,2,59,3,1,4,2871,23785,1,15,3,3,80,0,1,3,0,0,0,0
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-842,1173,Male,Laboratory Technician,Single,No,Y,2,24,1,477,24,Bachelor's Degree,1,4,49,3,1,2,3597,6409,8,22,4,4,80,0,6,3,4,3,1,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-1563,1971,Female,Laboratory Technician,Single,No,Y,5,22,1,534,15,Bachelor's Degree,1,2,59,3,1,4,2871,23785,1,15,3,3,80,0,1,3,0,0,0,0
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-2295,2703,Male,Laboratory Technician,Single,No,Y,2,24,1,477,24,Bachelor's Degree,1,4,49,3,1,2,3597,6409,8,22,4,4,80,0,6,3,4,3,1,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-384,511,Female,Research Scientist,Married,No,Y,1,22,1,253,11,Bachelor's Degree,1,1,43,3,1,2,2244,24440,1,13,3,4,80,1,2,3,2,1,1,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-475,639,Male,Research Scientist,Married,Yes,Y,3,24,1,691,23,Bachelor's Degree,1,2,89,4,1,4,2725,21630,1,11,3,2,80,2,6,3,6,5,1,4
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-517,705,Male,Research Scientist,Married,No,Y,3,23,1,885,4,Bachelor's Degree,1,1,58,4,1,1,2819,8544,2,16,3,1,80,1,5,4,3,2,0,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-1191,1707,Male,Research Scientist,Married,No,Y,1,24,1,581,9,Bachelor's Degree,1,3,62,4,1,3,4401,17616,1,16,3,4,80,1,5,3,5,3,0,4
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-1837,2245,Female,Research Scientist,Married,No,Y,1,22,1,253,11,Bachelor's Degree,1,1,43,3,1,2,2244,24440,1,13,3,4,80,1,2,3,2,1,1,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-1928,2336,Male,Research Scientist,Married,Yes,Y,3,24,1,691,23,Bachelor's Degree,1,2,89,4,1,4,2725,21630,1,11,3,2,80,2,6,3,6,5,1,4
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-1970,2378,Male,Research Scientist,Married,No,Y,3,23,1,885,4,Bachelor's Degree,1,1,58,4,1,1,2819,8544,2,16,3,1,80,1,5,4,3,2,0,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-2644,3052,Male,Research Scientist,Married,No,Y,1,24,1,581,9,Bachelor's Degree,1,3,62,4,1,3,4401,17616,1,16,3,4,80,1,5,3,5,3,0,4
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-150,201,Female,Laboratory Technician,Single,No,Y,3,19,1,1181,3,High School,1,2,79,3,1,2,1483,16102,1,14,3,4,80,0,1,3,1,0,0,0
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-551,758,Male,Laboratory Technician,Married,No,Y,2,23,1,650,9,High School,1,2,37,3,1,1,2500,4344,1,14,3,4,80,1,5,4,4,3,0,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-1063,1735,Female,Laboratory Technician,Single,No,Y,3,23,1,160,4,High School,1,3,51,3,1,2,3295,12862,1,13,3,3,80,0,3,1,3,2,1,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-1162,1725,Male,Laboratory Technician,Divorced,No,Y,2,24,1,506,29,High School,1,2,91,3,1,1,3907,3622,1,13,3,2,80,3,6,4,6,2,1,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-1603,2011,Female,Laboratory Technician,Single,No,Y,3,19,1,1181,3,High School,1,2,79,3,1,2,1483,16102,1,14,3,4,80,0,1,3,1,0,0,0
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-2004,2412,Male,Laboratory Technician,Married,No,Y,2,23,1,650,9,High School,1,2,37,3,1,1,2500,4344,1,14,3,4,80,1,5,4,4,3,0,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-2516,2924,Female,Laboratory Technician,Single,No,Y,3,23,1,160,4,High School,1,3,51,3,1,2,3295,12862,1,13,3,3,80,0,3,1,3,2,1,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-2615,3023,Male,Laboratory Technician,Divorced,No,Y,2,24,1,506,29,High School,1,2,91,3,1,1,3907,3622,1,13,3,2,80,3,6,4,6,2,1,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-725,1009,Female,Manufacturing Director,Divorced,No,Y,6,24,1,1206,17,High School,1,4,41,2,2,3,4377,24117,1,15,3,2,80,2,5,3,4,2,3,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-2178,2586,Female,Manufacturing Director,Divorced,No,Y,6,24,1,1206,17,High School,1,4,41,2,2,3,4377,24117,1,15,3,2,80,2,5,3,4,2,3,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-161,217,Male,Research Scientist,Married,No,Y,6,22,1,1256,19,High School,1,3,80,3,1,4,2323,11992,1,24,4,1,80,2,2,3,2,2,2,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-499,675,Male,Research Scientist,Married,No,Y,3,22,1,604,6,High School,1,1,69,3,1,3,2773,12145,0,20,4,4,80,0,3,3,2,2,2,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-566,784,Male,Research Scientist,Single,No,Y,3,23,1,310,10,High School,1,1,79,4,1,3,3505,19630,1,18,3,4,80,0,2,3,2,2,0,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-1220,1623,Male,Research Scientist,Single,No,Y,2,21,1,546,5,High School,1,3,97,3,1,4,3117,26009,1,18,3,3,80,0,3,3,2,2,2,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-1614,2022,Male,Research Scientist,Married,No,Y,6,22,1,1256,19,High School,1,3,80,3,1,4,2323,11992,1,24,4,1,80,2,2,3,2,2,2,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-1952,2360,Male,Research Scientist,Married,No,Y,3,22,1,604,6,High School,1,1,69,3,1,3,2773,12145,0,20,4,4,80,0,3,3,2,2,2,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-2019,2427,Male,Research Scientist,Single,No,Y,3,23,1,310,10,High School,1,1,79,4,1,3,3505,19630,1,18,3,4,80,0,2,3,2,2,0,2
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,STAFF-2673,3081,Male,Research Scientist,Single,No,Y,2,21,1,546,5,High School,1,3,97,3,1,4,3117,26009,1,18,3,3,80,0,3,3,2,2,2,2
Yes,Travel_Rarely,Under 25,Ex-Employees,R&D,Medical,STAFF-35,45,Male,Research Scientist,Married,Yes,Y,2,24,0,813,1,Bachelor's Degree,1,2,61,3,1,4,2293,3020,2,16,3,1,80,1,6,2,2,0,2,0
Yes,Travel_Rarely,Under 25,Ex-Employees,R&D,Medical,STAFF-732,1016,Female,Research Scientist,Single,Yes,Y,2,20,0,1097,11,Bachelor's Degree,1,4,98,2,1,1,2600,18275,1,15,3,1,80,0,1,3,1,0,0,0
Yes,Travel_Rarely,Under 25,Ex-Employees,R&D,Medical,STAFF-1488,1896,Male,Research Scientist,Married,Yes,Y,2,24,0,813,1,Bachelor's Degree,1,2,61,3,1,4,2293,3020,2,16,3,1,80,1,6,2,2,0,2,0
Yes,Travel_Rarely,Under 25,Ex-Employees,R&D,Medical,STAFF-2185,2593,Female,Research Scientist,Single,Yes,Y,2,20,0,1097,11,Bachelor's Degree,1,4,98,2,1,1,2600,18275,1,15,3,1,80,0,1,3,1,0,0,0
Yes,Travel_Rarely,Under 25,Ex-Employees,R&D,Medical,STAFF-1442,1783,Female,Laboratory Technician,Married,Yes,Y,6,22,0,1294,8,High School,1,3,79,3,1,1,2398,15999,1,17,3,3,80,0,1,3,1,0,0,0
Yes,Travel_Rarely,Under 25,Ex-Employees,R&D,Medical,STAFF-1453,1684,Male,Laboratory Technician,Single,Yes,Y,2,23,0,1320,8,High School,1,4,93,2,1,3,3989,20586,1,11,3,1,80,0,5,3,5,4,1,2
Yes,Travel_Rarely,Under 25,Ex-Employees,R&D,Medical,STAFF-2895,3303,Female,Laboratory Technician,Married,Yes,Y,6,22,0,1294,8,High School,1,3,79,3,1,1,2398,15999,1,17,3,3,80,0,1,3,1,0,0,0
Yes,Travel_Rarely,Under 25,Ex-Employees,R&D,Medical,STAFF-2906,3314,Male,Laboratory Technician,Single,Yes,Y,2,23,0,1320,8,High School,1,4,93,2,1,3,3989,20586,1,11,3,1,80,0,5,3,5,4,1,2
Yes,Travel_Rarely,Under 25,Ex-Employees,R&D,Medical,STAFF-514,701,Male,Research Scientist,Single,Yes,Y,5,20,0,1362,10,High School,1,4,32,3,1,3,1009,26999,1,11,3,4,80,0,1,3,1,0,1,1
Yes,Travel_Rarely,Under 25,Ex-Employees,R&D,Medical,STAFF-1967,2375,Male,Research Scientist,Single,Yes,Y,5,20,0,1362,10,High School,1,4,32,3,1,3,1009,26999,1,11,3,4,80,0,1,3,1,0,1,1
No,Non-Travel,25 - 34,Current Employees,Sales,Medical,STAFF-98,129,Male,Sales Executive,Married,No,Y,3,28,1,120,4,Bachelor's Degree,1,2,43,3,2,3,4221,8863,1,15,3,2,80,0,5,4,5,4,0,4
No,Non-Travel,25 - 34,Current Employees,Sales,Medical,STAFF-1551,1959,Male,Sales Executive,Married,No,Y,3,28,1,120,4,Bachelor's Degree,1,2,43,3,2,3,4221,8863,1,15,3,2,80,0,5,4,5,4,0,4
Yes,Non-Travel,25 - 34,Ex-Employees,Sales,Medical,STAFF-749,1037,Male,Sales Executive,Single,No,Y,6,26,0,265,29,Associates Degree,1,2,79,1,2,1,4969,21813,8,18,3,4,80,0,7,3,2,2,2,2
Yes,Non-Travel,25 - 34,Ex-Employees,Sales,Medical,STAFF-2202,2610,Male,Sales Executive,Single,No,Y,6,26,0,265,29,Associates Degree,1,2,79,1,2,1,4969,21813,8,18,3,4,80,0,7,3,2,2,2,2
No,Travel_Frequently,25 - 34,Current Employees,Sales,Medical,STAFF-145,195,Male,Sales Executive,Divorced,No,Y,2,32,1,689,9,Associates Degree,1,4,35,1,2,4,4668,22812,0,17,3,4,80,3,9,4,8,7,0,7
No,Travel_Frequently,25 - 34,Current Employees,Sales,Medical,STAFF-1598,2006,Male,Sales Executive,Divorced,No,Y,2,32,1,689,9,Associates Degree,1,4,35,1,2,4,4668,22812,0,17,3,4,80,3,9,4,8,7,0,7
No,Travel_Frequently,25 - 34,Current Employees,Sales,Medical,STAFF-686,956,Male,Sales Executive,Single,No,Y,2,26,1,1283,1,Bachelor's Degree,1,3,52,2,2,1,4294,11148,1,12,3,2,80,0,7,3,7,7,0,7
No,Travel_Frequently,25 - 34,Current Employees,Sales,Medical,STAFF-873,1220,Female,Sales Executive,Married,No,Y,3,33,1,1146,25,Bachelor's Degree,1,2,82,3,2,3,4539,4905,1,12,3,1,80,1,10,2,10,7,0,1
No,Travel_Frequently,25 - 34,Current Employees,Sales,Medical,STAFF-1139,1477,Male,Sales Executive,Married,No,Y,2,33,1,430,7,Bachelor's Degree,1,4,54,3,2,1,4373,17456,0,14,3,1,80,2,5,3,4,3,0,3
